Operation, Gas, Fee (weis), Latency (ms), Blockchain
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,

batchTransfer, 635362, 21264981606960, 5084.624154, sepolia
batchTransfer, 635362, 21404345084850, 11372.434838, sepolia
batchTransfer, 635362, 21146478334254, 12267.679687, sepolia
batchTransfer, 635362, 21275339913646, 11886.687536, sepolia
batchTransfer, 635362, 20704512267348, 13542.457682, sepolia
batchTransfer, 635362, 20936400336488, 10590.705976, sepolia
batchTransfer, 635362, 20400602738698, 12746.486068, sepolia
batchTransfer, 635362, 20595062267780, 11915.980465, sepolia
batchTransfer, 635362, 20653012365076, 11942.099781, sepolia
batchTransfer, 635362, 18978013242734, 23962.687365, sepolia
Transfer, 74122, 2238022768184, 11696.896446, sepolia
Transfer, 74122, 2178587597752, 11950.402404, sepolia
Transfer, 74122, 1952187730268, 12242.946473, sepolia
Transfer, 74122, 2161860263646, 12022.956646, sepolia
Transfer, 74122, 2204485898674, 11971.201519, sepolia
Transfer, 74122, 2149726788734, 11499.386468, sepolia
Transfer, 74122, 2144932948384, 12023.925495, sepolia
Transfer, 74122, 2173320191944, 13178.524167, sepolia
Transfer, 74122, 2298908135546, 10434.939354, sepolia
Transfer, 74122, 2265709929454, 12849.242911, sepolia
Transfer, 74122, 2270591678496, 11351.003427, sepolia
Transfer, 74122, 2305402186332, 12104.267633, sepolia
Transfer, 74122, 2301662805554, 12458.194812, sepolia
Transfer, 74122, 2285447580346, 12653.818543, sepolia
Transfer, 74122, 2230954642508, 11272.786148, sepolia
Transfer, 74122, 2263266275358, 11241.951683, sepolia
Transfer, 74122, 2306388008932, 12156.231551, sepolia
Transfer, 74122, 2257898878972, 12060.409451, sepolia
Transfer, 74122, 2096584872590, 24598.434998, sepolia
Transfer, 74122, 2223438745830, 11546.950985, sepolia
Transfer, 74122, 2077528032268, 12592.496131, sepolia
Transfer, 74122, 2186951079500, 11407.731701, sepolia
Transfer, 74122, 1909713748852, 12492.207114, sepolia
Transfer, 74122, 2126827167444, 12303.526361, sepolia
Transfer, 74122, 2077958681088, 10856.675688, sepolia
Transfer, 74122, 2254662564208, 12243.424878, sepolia
Transfer, 74122, 2233276365914, 12197.78746, sepolia
Transfer, 74122, 2158168988046, 12779.963877, sepolia
Transfer, 74122, 2253401748988, 11317.406354, sepolia
Transfer, 74122, 2236648842792, 12083.573358, sepolia
Transfer, 74122, 2249664221260, 11735.308614, sepolia
Transfer, 74122, 2251451969778, 12044.310426, sepolia
